Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
MATERNELLES (année scolaire 2021/2022);CEPRE (13) MAT;13 RUE CEPRE;15ème Ardt;75115;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.303604368736967, 48.84662436345211]}";48.8466243635,2.30360436874
MATERNELLES (année scolaire 2020/2021);GUTENBERG (72) MAT;72 RUE GUTENBERG;15ème Ardt;75115;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.278600402781948, 48.84137866069422]}";48.8413786607,2.27860040278
MATERNELLES (année scolaire 2018/2019);BELZUNCE (3) MAT;3 RUE DE BELZUNCE;10ème Ardt;75110;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.35283409064845, 48.87919121738517]}";48.8791912174,2.35283409065
MATERNELLES (année scolaire 2021/2022);MOURAUD (9) MAT;9 RUE MOURAUD;20ème Ardt;75120;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.407493073161962, 48.85493162860943]}";48.8549316286,2.40749307316
MATERNELLES (année scolaire 2020/2021);DEPARTEMENT (51) MAT;51 RUE DU DEPARTEMENT;18ème Ardt;75118;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.361872957417844, 48.886479625094104]}";48.8864796251,2.36187295742
MATERNELLES (année scolaire 2018/2019);ST GERMAIN L'AUXERROIS (6) MAT;6 rue SAINT-GERMAIN L'AUXERROIS;1er Ardt;75101;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.345386711668791, 48.85821794973457]}";48.8582179497,2.34538671167
MATERNELLES (année scolaire 2021/2022);PATAY (20) MAT;20 RUE DE PATAY;13ème Ardt;75113;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.375665193732773, 48.824991188638876]}";48.8249911886,2.37566519373
MATERNELLES (année scolaire 2020/2021);LE VAU (8) MAT;8 RUE LE VAU;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.411400845020112, 48.86636875700863]}";48.866368757,2.41140084502
MATERNELLES (année scolaire 2018/2019);PAUL VALERY (20) MAT;20 rue PAUL VALERY;16ème Ardt;75116;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.289862976750095, 48.87045286742148]}";48.8704528674,2.28986297675
MATERNELLES (année scolaire 2021/2022);EMILE ZOLA (35) MAT;35 AVENUE EMILE ZOLA;15ème Ardt;75115;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.282425091676537, 48.8465583927867]}";48.8465583928,2.28242509168
MATERNELLES (année scolaire 2020/2021);VANDREZANNE (40) MAT;40 RUE VANDREZANNE;13ème Ardt;75113;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.353153713096576, 48.82785931453254]}";48.8278593145,2.3531537131
MATERNELLES (année scolaire 2018/2019);EPINETTES (44) MAT;44 RUE DES EPINETTES;17ème Ardt;75117;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.324089590804305, 48.89706060870074]}";48.8970606087,2.3240895908
MATERNELLES (année scolaire 2021/2022);SEPTIEME ART (2-4) MAT;2 COURS DU 7EME ART;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.387916193366514, 48.87812713450951]}";48.8781271345,2.38791619337
MATERNELLES (année scolaire 2020/2021);CONSTANTIN PECQUEUR (1) MAT;1 PLACE CONSTANTIN PECQUEUR;18ème Ardt;75118;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.337932093180362, 48.888825488933385]}";48.8888254889,2.33793209318
MATERNELLES (année scolaire 2018/2019);CUGNOT (30) POLY;30 rue CUGNOT;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.364587156963986, 48.8927157238122]}";48.8927157238,2.36458715696
MATERNELLES (année scolaire 2021/2022);RICHARD LENOIR (13) MAT;13 BOULEVARD RICHARD LENOIR;11ème Ardt;75111;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.369997324397922, 48.85603881482629]}";48.8560388148,2.3699973244
MATERNELLES (année scolaire 2020/2021);CENDRIERS (20) MAT;20 RUE DES CENDRIERS;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.386886175535646, 48.865538237985724]}";48.865538238,2.38688617554
MATERNELLES (année scolaire 2018/2019);FRERES VOISIN (3) POLY;3 BOULEVARD DES FRERES VOISIN;15ème Ardt;75115;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.2683412586594462, 48.827963596661704]}";48.8279635967,2.26834125866
MATERNELLES (année scolaire 2021/2022);CAPITAINE LAGACHE (21) MAT;21 RUE DU CAPITAINE LAGACHE;17ème Ardt;75117;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.325275514737551, 48.89214408591165]}";48.8921440859,2.32527551474
MATERNELLES (année scolaire 2020/2021);PIAT (36) POLY;36 RUE PIAT;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.384822385734509, 48.87222675535386]}";48.8722267554,2.38482238573
MATERNELLES (année scolaire 2018/2019);LOUIS VIERNE (6) MAT;6 rue LOUIS VIERNE;17ème Ardt;75117;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.290018854645176, 48.8881244056286]}";48.8881244056,2.29001885465
MATERNELLES (année scolaire 2021/2022);SADI LECOINTE (8) MAT;8 RUE SADI LECOINTE;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.373882185658986, 48.88035393950243]}";48.8803539395,2.37388218566
MATERNELLES (année scolaire 2020/2021);MAURICE RIPOCHE (55-61) MAT;55 RUE MAURICE RIPOCHE;14ème Ardt;75114;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.323055724252201, 48.83323862802618]}";48.833238628,2.32305572425
MATERNELLES (année scolaire 2018/2019);PALIKAO (32) MAT;32 RUE DE PALI-KAO;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.382206044026804, 48.87041528921806]}";48.8704152892,2.38220604403
MATERNELLES (année scolaire 2021/2022);ERLANGER (58) MAT;58 RUE ERLANGER;16ème Ardt;75116;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.259707053500307, 48.844264660380205]}";48.8442646604,2.2597070535
MATERNELLES (année scolaire 2020/2021);CHAPTAL (12) MAT;12 RUE CHAPTAL;9ème Ardt;75109;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.333632150883873, 48.880824647856265]}";48.8808246479,2.33363215088
MATERNELLES (année scolaire 2018/2019);BOUVINES (6) MAT;6 AVENUE DE BOUVINES;11ème Ardt;75111;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.396580284039941, 48.8502547714803]}";48.8502547715,2.39658028404
MATERNELLES (année scolaire 2021/2022);MARSOULAN (16) MAT;16 RUE MARSOULAN;12ème Ardt;75112;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.403341017021739, 48.846348605010874]}";48.846348605,2.40334101702
MATERNELLES (année scolaire 2020/2021);PAUL DUBOIS (6) MAT;6 RUE PAUL DUBOIS;3ème Ardt;75103;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.361363398296803, 48.865333986587366]}";48.8653339866,2.3613633983
MATERNELLES (année scolaire 2018/2019);MADEMOISELLE (83) MAT;83 rue MADEMOISELLE;15ème Ardt;75115;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.300498599347203, 48.84335867706508]}";48.8433586771,2.30049859935
MATERNELLES (année scolaire 2021/2022);TANGER (15) MAT;15 RUE DE TANGER;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.367883538318999, 48.88541391850734]}";48.8854139185,2.36788353832
MATERNELLES (année scolaire 2020/2021);GRANDS CHAMPS (22) MAT;12 RUE DES GRANDS CHAMPS;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.399742553554191, 48.850458534708345]}";48.8504585347,2.39974255355
MATERNELLES (année scolaire 2021/2022);CARPEAUX (5-7) MAT;5 RUE CARPEAUX;18ème Ardt;75118;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.329806112052644, 48.8903596131512]}";48.8903596132,2.32980611205
MATERNELLES (année scolaire 2021/2022);CHAT.DES RENTIERS (103) MAT;103 RUE CHATEAU DES RENTIERS;13ème Ardt;75113;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.367210843904744, 48.828173837361305]}";48.8281738374,2.3672108439
MATERNELLES (année scolaire 2020/2021);TAPISSERIES (8) MAT;8 RUE DES TAPISSERIES;17ème Ardt;75117;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.307723298211352, 48.88848050514575]}";48.8884805051,2.30772329821
MATERNELLES (année scolaire 2021/2022);PICPUS (56) MAT;56 RUE DE PICPUS (ECOLE B);12ème Ardt;75112;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.396622583993178, 48.84359141551743]}";48.8435914155,2.39662258399
MATERNELLES (année scolaire 2020/2021);EMILE LEPEU (44) MAT;44 RUE EMILE LEPEU;11ème Ardt;75111;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.388225390883035, 48.856683261395]}";48.8566832614,2.38822539088
MATERNELLES (année scolaire 2020/2021);DAVOUT (51) POLY;51 BOULEVARD DAVOUT;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.410732854164185, 48.851328921082725]}";48.8513289211,2.41073285416
MATERNELLES (année scolaire 2021/2022);PALESTINE (1) MAT;1 RUE DE PALESTINE;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.389457135430761, 48.87639576637399]}";48.8763957664,2.38945713543
MATERNELLES (année scolaire 2020/2021);RECOLLETS (23) MAT;23 PASSAGE DES RECOLLETS;10ème Ardt;75110;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.360660275176733, 48.874588962799834]}";48.8745889628,2.36066027518
MATERNELLES (année scolaire 2020/2021);LANCRY (15) POLY;15 RUE DE LANCRY;10ème Ardt;75110;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.360343892968746, 48.869568431441806]}";48.8695684314,2.36034389297
MATERNELLES (année scolaire 2021/2022);BOURSAULT (10) POLY;10 RUE BOURSAULT;17ème Ardt;75117;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.320797457883216, 48.882953381230074]}";48.8829533812,2.32079745788
MATERNELLES (année scolaire 2021/2022);ARMAND CARREL (47) MAT;47 RUE ARMAND CARREL;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.375784996693515, 48.88269976980857]}";48.8826997698,2.37578499669
MATERNELLES (année scolaire 2020/2021);LAMARCK (4) MAT;4 SQUARE LAMARCK;18ème Ardt;75118;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.335810572423871, 48.89077288473814]}";48.8907728847,2.33581057242
MATERNELLES (année scolaire 2021/2022);CENDRIERS (20) MAT;20 RUE DES CENDRIERS;20ème Ardt;75120;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.386886175535646, 48.865538237985724]}";48.865538238,2.38688617554
MATERNELLES (année scolaire 2020/2021);ORSEL (56) MAT;56 RUE D' ORSEL;18ème Ardt;75118;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.3408657496845873, 48.8835538249992]}";48.883553825,2.34086574968
MATERNELLES (année scolaire 2021/2022);ALPHONSE BAUDIN (19) MAT;19 RUE ALPHONSE BAUDIN;11ème Ardt;75111;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.370051068149593, 48.86124247991572]}";48.8612424799,2.37005106815
MATERNELLES (année scolaire 2020/2021);EIDERS (5) MAT;5 ALLEE DES EIDERS;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.379171396905241, 48.89429590404228]}";48.894295904,2.37917139691
MATERNELLES (année scolaire 2021/2022);TRUFFAUT (15) POLY;15 RUE TRUFFAUT;17ème Ardt;75117;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.322540242614652, 48.88493024951724]}";48.8849302495,2.32254024261
MATERNELLES (année scolaire 2020/2021);MARAICHERS (31) MAT;31 RUE DES MARAICHERS;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.407181998910858, 48.850975297793454]}";48.8509752978,2.40718199891
MATERNELLES (année scolaire 2021/2022);GENERAL BRUNET (9) MAT;9 RUE DU GENERAL BRUNET;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.390464622399146, 48.88040540642856]}";48.8804054064,2.3904646224
MATERNELLES (année scolaire 2020/2021);AQUEDUC (39) MAT;39 RUE DE L' AQUEDUC;10ème Ardt;75110;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.363923017199923, 48.88247900358761]}";48.8824790036,2.3639230172
MATERNELLES (année scolaire 2021/2022);THIONVILLE (6) MAT;6 PASSAGE DE THIONVILLE;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.382209343714642, 48.88802629357612]}";48.8880262936,2.38220934371
MATERNELLES (année scolaire 2020/2021);LACHAMBEAUDIE (2) MAT;2 PLACE LACHAMBEAUDIE;12ème Ardt;75112;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.3863978230518272, 48.83556193224967]}";48.8355619322,2.38639782305
MATERNELLES (année scolaire 2021/2022);LOUIS BLANC (49) MAT;49 RUE LOUIS BLANC;10ème Ardt;75110;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.362793885425353, 48.882259666768704]}";48.8822596668,2.36279388543
MATERNELLES (année scolaire 2020/2021);GENERAL LASALLE (5) MAT;5 RUE DU GENERAL LASALLE;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.380305283257004, 48.8740198766274]}";48.8740198766,2.38030528326
MATERNELLES (année scolaire 2021/2022);AMIRAL ROUSSIN (33) MAT;33 RUE DE L AMIRAL ROUSSIN;15ème Ardt;75115;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.299510366515014, 48.84462369220469]}";48.8446236922,2.29951036652
MATERNELLES (année scolaire 2020/2021);POISSY (27) MAT;27 RUE DE POISSY;5ème Ardt;75105;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.352277925667917, 48.84859293787835]}";48.8485929379,2.35227792567
MATERNELLES (année scolaire 2021/2022);ARCHEREAU (26) MAT;26 RUE ARCHEREAU;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.373449291637701, 48.890245414738786]}";48.8902454147,2.37344929164
MATERNELLES (année scolaire 2020/2021);PORTE D'IVRY (53) MAT;53 AVENUE DE LA PORTE D'IVRY;13ème Ardt;75113;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.369492732784261, 48.82118545267057]}";48.8211854527,2.36949273278
MATERNELLES (année scolaire 2021/2022);CONSTANTIN PECQUEUR (1) MAT;1 PLACE CONSTANTIN PECQUEUR;18ème Ardt;75118;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.337932093180362, 48.888825488933385]}";48.8888254889,2.33793209318
MATERNELLES (année scolaire 2020/2021);MOSCOU (7) MAT;7 RUE DE MOSCOU;8ème Ardt;75108;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.325992457283883, 48.88003521690321]}";48.8800352169,2.32599245728
MATERNELLES (année scolaire 2021/2022);ETIENNE MARCEL (20) POLY;20 RUE ETIENNE MARCEL;2ème Ardt;75102;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.348314568902023, 48.864140574255444]}";48.8641405743,2.3483145689
MATERNELLES (année scolaire 2020/2021);TCHAIKOVSKI (7) MAT;7 RUE TCHAIKOVSKI;18ème Ardt;75118;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.364554543133913, 48.894183294027236]}";48.894183294,2.36455454313
MATERNELLES (année scolaire 2021/2022);GROS (18) POLY;18 RUE GROS;16ème Ardt;75116;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.276148551055149, 48.85138249712523]}";48.8513824971,2.27614855106
MATERNELLES (année scolaire 2020/2021);PARMENTIER (11B) MAT;11 bis AVENUE PARMENTIER;11ème Ardt;75111;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.378800225701407, 48.85975603851558]}";48.8597560385,2.3788002257
MATERNELLES (année scolaire 2021/2022);RODIER (30) MAT;30 RUE RODIER;9ème Ardt;75109;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.343003990474677, 48.87870345656934]}";48.8787034566,2.34300399047
MATERNELLES (année scolaire 2020/2021);JEAN DOLENT (11) MAT;11 RUE JEAN DOLENT;14ème Ardt;75114;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.33997374608816, 48.83328658416705]}";48.8332865842,2.33997374609
MATERNELLES (année scolaire 2021/2022);GENERAL LASALLE (5) MAT;5 RUE DU GENERAL LASALLE;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.380305283257004, 48.8740198766274]}";48.8740198766,2.38030528326
MATERNELLES (année scolaire 2020/2021);ANTOINE CHANTIN (15) MAT;15 RUE ANTOINE CHANTIN;14ème Ardt;75114;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.321911153160344, 48.82711602324993]}";48.8271160232,2.32191115316
MATERNELLES (année scolaire 2021/2022);BIDASSOA (21) MAT;21 RUE DE LA BIDASSOA;20ème Ardt;75120;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.393684942281869, 48.866117853711174]}";48.8661178537,2.39368494228
MATERNELLES (année scolaire 2020/2021);JEAN-BAPTISTE CLEMENT (4) MAT;4 PLACE JEAN-BAPTISTE CLEMENT;18ème Ardt;75118;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.33905967335306, 48.886518531176606]}";48.8865185312,2.33905967335
MATERNELLES (année scolaire 2021/2022);HIPPOLYTE MAINDRON (48) MAT;48 RUE HIPPOLYTE MAINDRON;14ème Ardt;75114;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.320559194450543, 48.83040457696268]}";48.830404577,2.32055919445
MATERNELLES (année scolaire 2020/2021);BOIS (2) MAT;2 RUE DES BOIS;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.395828176734433, 48.87764997219968]}";48.8776499722,2.39582817673
MATERNELLES (année scolaire 2021/2022);BALEINE (5) MAT;5 IMPASSE DE LA BALEINE;11ème Ardt;75111;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.377754079127012, 48.86720552043881]}";48.8672055204,2.37775407913
MATERNELLES (année scolaire 2020/2021);MAURICE D'OCAGNE (7) MAT;7 AVENUE MAURICE D'OCAGNE;14ème Ardt;75114;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.312155647827371, 48.8246995936112]}";48.8246995936,2.31215564783
MATERNELLES (année scolaire 2021/2022);DARIUS MILHAUD (53) MAT;53 ALLEE DARIUS MILHAUD;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.390893242872576, 48.88468263111014]}";48.8846826311,2.39089324287
MATERNELLES (année scolaire 2020/2021);EMILE BOLLAERT (53) POLY;53 RUE EMILE BOLLAERT;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.374635191558698, 48.89969071537215]}";48.8996907154,2.37463519156
MATERNELLES (année scolaire 2021/2022);TORCY (10-12) MAT;10 RUE DE TORCY;18ème Ardt;75118;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.364041641267405, 48.8912764132004]}";48.8912764132,2.36404164127
MATERNELLES (année scolaire 2020/2021);ROBERT ESTIENNE (8) POLY;8 RUE ROBERT ESTIENNE;8ème Ardt;75108;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.305114779205041, 48.86861806590407]}";48.8686180659,2.30511477921
MATERNELLES (année scolaire 2021/2022);BULLOURDE (4) MAT;4 PASSAGE BULLOURDE;11ème Ardt;75111;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.3767051984022762, 48.8545570995178]}";48.8545570995,2.3767051984
MATERNELLES (année scolaire 2020/2021);ST DIDIER (15B) POLY;15 bis RUE SAINT-DIDIER;16ème Ardt;75116;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.287603099939644, 48.86614055402536]}";48.866140554,2.28760309994
MATERNELLES (année scolaire 2020/2021);ST JACQUES (242) MAT;242 RUE SAINT-JACQUES;5ème Ardt;75105;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.341796448092998, 48.84408614987624]}";48.8440861499,2.34179644809
MATERNELLES (année scolaire 2020/2021);CAMBON (28) POLY;28 RUE CAMBON;1er Ardt;75101;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.32685618893411, 48.868112425226755]}";48.8681124252,2.32685618893
MATERNELLES (année scolaire 2021/2022);GRANGE BATELIERE (11) MAT;11 RUE DE LA GRANGE BATELIERE;9ème Ardt;75109;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.342063792783959, 48.87301747146782]}";48.8730174715,2.34206379278
MATERNELLES (année scolaire 2021/2022);SIMONE WEIL (5) MAT;5 RUE SIMONE WEIL;13ème Ardt;75113;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.364337027563661, 48.823511479610396]}";48.8235114796,2.36433702756
MATERNELLES (année scolaire 2021/2022);TURENNE (52) MAT;52 RUE DE TURENNE;3ème Ardt;75103;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.364613706334079, 48.85842216021667]}";48.8584221602,2.36461370633
MATERNELLES (année scolaire 2021/2022);SIMON BOLIVAR (65) MAT;65 AVENUE SIMON BOLIVAR;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.377706856822779, 48.87636369873715]}";48.8763636987,2.37770685682
MATERNELLES (année scolaire 2021/2022);EUGENE REISZ (2) MAT;2 RUE EUGENE REISZ;20ème Ardt;75120;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.410503469825659, 48.8562781122863]}";48.8562781123,2.41050346983
MATERNELLES (année scolaire 2021/2022);PORTE D'IVRY (53) MAT;53 AVENUE DE LA PORTE D'IVRY;13ème Ardt;75113;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.369492732784261, 48.82118545267057]}";48.8211854527,2.36949273278
MATERNELLES (année scolaire 2021/2022);DAUMESNIL (70) MAT;70 AVENUE DAUMESNIL;12ème Ardt;75112;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.380346985761572, 48.844700290883544]}";48.8447002909,2.38034698576
MATERNELLES (année scolaire 2021/2022);ALLERAY (102) MAT;102 RUE D'ALLERAY;15ème Ardt;75115;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.309558316965855, 48.83621201623922]}";48.8362120162,2.30955831697
MATERNELLES (année scolaire 2021/2022);PELLEPORT (99) MAT;99 RUE PELLEPORT;20ème Ardt;75120;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.39946217651342, 48.87020949208667]}";48.8702094921,2.39946217651
MATERNELLES (année scolaire 2021/2022);RICHOMME (18) MAT;18 RUE RICHOMME;18ème Ardt;75118;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.351428524611589, 48.88635451352978]}";48.8863545135,2.35142852461
MATERNELLES (année scolaire 2021/2022);EMILE LEPEU (44) MAT;44 RUE EMILE LEPEU;11ème Ardt;75111;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.388225390883035, 48.856683261395]}";48.8566832614,2.38822539088
MATERNELLES (année scolaire 2021/2022);FOREST (14) POLY;14 RUE FOREST;18ème Ardt;75118;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.329087390209172, 48.88573336474128]}";48.8857333647,2.32908739021
MATERNELLES (année scolaire 2021/2022);TANGER (41) MAT;41 RUE DE TANGER;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.370236414719372, 48.887768133734]}";48.8877681337,2.37023641472
MATERNELLES (année scolaire 2021/2022);MAURICE GENEVOIX (3) POLY;3 RUE MAURICE GENEVOIX;18ème Ardt;75118;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.360465324985036, 48.894455268447594]}";48.8944552684,2.36046532499
MATERNELLES (année scolaire 2020/2021);D'ARTAGNAN (12) MAT;12 RUE D' ARTAGNAN;12ème Ardt;75112;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.386755512219279, 48.84540652764175]}";48.8454065276,2.38675551222
MATERNELLES (année scolaire 2019/2020);ROBERT ESTIENNE (8) POLY;8 RUE ROBERT ESTIENNE;8ème Ardt;75108;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.305114779157057, 48.86861806950118]}";48.8686180695,2.30511477916
MATERNELLES (année scolaire 2019/2020);PAUL ABADIE (1) MAT;1 RUE PAUL ABADIE;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.33537986436433, 48.896781093161245]}";48.8967810932,2.33537986436
MATERNELLES (année scolaire 2019/2020);BELZUNCE (3) POLY;3 RUE DE BELZUNCE;10ème Ardt;75110;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.35283409064845, 48.87919121738517]}";48.8791912174,2.35283409065
MATERNELLES (année scolaire 2019/2020);LACORDAIRE (5) MAT;5 RUE LACORDAIRE;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.284436117588937, 48.844068640954305]}";48.844068641,2.28443611759
MATERNELLES (année scolaire 2019/2020);BELLEVILLE (345) MAT;345 RUE DE BELLEVILLE;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.405538125673334, 48.87700867311678]}";48.8770086731,2.40553812567
MATERNELLES (année scolaire 2019/2020);PICPUS (56) MAT;56 RUE DE PICPUS;12ème Ardt;75112;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.396622582589004, 48.84359141910779]}";48.8435914191,2.39662258259
MATERNELLES (année scolaire 2019/2020);POISSY (27) MAT;27 RUE DE POISSY;5ème Ardt;75105;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.352277925623206, 48.848592941475545]}";48.8485929415,2.35227792562
MATERNELLES (année scolaire 2019/2020);DISQUE (30) MAT;61 RUE DU JAVELOT;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.364625914286148, 48.825668435544635]}";48.8256684355,2.36462591429
MATERNELLES (année scolaire 2019/2020);CAPITAINE LAGACHE (21) MAT;21 RUE DU CAPITAINE LAGACHE;17ème Ardt;75117;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.325275514714243, 48.89214408771015]}";48.8921440877,2.32527551471
MATERNELLES (année scolaire 2019/2020);EMILE DUPLOYE (27) MAT;27 RUE EMILE DUPLOYE;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.355140424118023, 48.88990024116212]}";48.8899002412,2.35514042412
MATERNELLES (année scolaire 2019/2020);ARCHEREAU (58) MAT;58 RUE ARCHEREAU;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.375818943387285, 48.89261609503496]}";48.892616095,2.37581894339
MATERNELLES (année scolaire 2019/2020);JEAN MENANS (2) MAT;2 RUE JEAN MENANS;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.378711443972617, 48.88105439402162]}";48.881054394,2.37871144397
