Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
ELEMENTAIRES (année scolaire 2017/2018);ALAIN-FOURNIER ( 5) ELEM;1 square ALAIN FOURNIER;14ème Ardt;75114;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.307674933366916, 48.82832430297692]}";48.828324303,2.30767493337
ELEMENTAIRES (année scolaire 2017/2018);PIAT (36) MAT;36 rue PIAT;20ème Ardt;75120;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.384822377554956, 48.87222675531182]}";48.8722267553,2.38482237755
ELEMENTAIRES (année scolaire 2017/2018);GUADELOUPE (2) ELEM;2 RUE DE LA GUADELOUPE;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.362632089285299, 48.890753009234786]}";48.8907530092,2.36263208929
ELEMENTAIRES (année scolaire 2017/2018);FERNAND LABORI (19) ELEM;19 rue FERNAND LABORI;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.342251148831807, 48.899127619182785]}";48.8991276192,2.34225114883
ELEMENTAIRES (année scolaire 2017/2018);BERANGER (3) ELEM;3 rue BERANGER;3ème Ardt;75103;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.364382987651625, 48.86481590356347]}";48.8648159036,2.36438298765
ELEMENTAIRES (année scolaire 2017/2018);FOREST (14) POLY;14 rue FOREST;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.329087390197587, 48.885733365640526]}";48.8857333656,2.3290873902
ELEMENTAIRES (année scolaire 2017/2018);CHAPTAL (12) ELEM;12 rue CHAPTAL;9ème Ardt;75109;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.3336321508493523, 48.880824650554096]}";48.8808246506,2.33363215085
ELEMENTAIRES (année scolaire 2017/2018);OLIVIER METRA (24) ELEM A;24 rue OLIVIER METRA;20ème Ardt;75120;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.394262605088934, 48.87300073523785]}";48.8730007352,2.39426260509
ELEMENTAIRES (année scolaire 2017/2018);BELLEVILLE (236) ELEM;236 RUE DE BELLEVILLE;20ème Ardt;75120;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.398182988876854, 48.875358795511936]}";48.8753587955,2.39818298888
ELEMENTAIRES (année scolaire 2017/2018);ALESIA (188) ELEM;188 RUE D' ALESIA;14ème Ardt;75114;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.312809893313449, 48.83250683015039]}";48.8325068302,2.31280989331
ELEMENTAIRES (année scolaire 2017/2018);POMMARD (4) ELEM;4 RUE DE POMMARD;12ème Ardt;75112;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.385128851587216, 48.83564931755957]}";48.8356493176,2.38512885159
ELEMENTAIRES (année scolaire 2017/2018);MARTEL (9) ELEM;9 rue MARTEL;10ème Ardt;75110;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.352914623438497, 48.87397516967916]}";48.8739751697,2.35291462344
ELEMENTAIRES (année scolaire 2017/2018);TORCY (5) ELEM;5 RUE DE TORCY;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.364816077415783, 48.8910904717849]}";48.8910904718,2.36481607742
ELEMENTAIRES (année scolaire 2017/2018);DAMESME (5) ELEM;5 rue DAMESME;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.355436264971736, 48.825097702965074]}";48.825097703,2.35543626497
ELEMENTAIRES (année scolaire 2017/2018);BLOMET (19) ELEM;19 rue BLOMET;15ème Ardt;75115;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.307175521895933, 48.84315495692993]}";48.8431549569,2.3071755219
ELEMENTAIRES (année scolaire 2017/2018);GUSTAVE ROUANET (7) ELEM;7 rue GUSTAVE ROUANET;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.340316321975378, 48.89631475865579]}";48.8963147587,2.34031632198
ELEMENTAIRES (année scolaire 2017/2018);FERDINAND FLOCON (5) ELEM;5 rue FERDINAND FLOCON;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.345879669934115, 48.89164799782914]}";48.8916479978,2.34587966993
ELEMENTAIRES (année scolaire 2017/2018);EBLE (14) ELEM;14 rue EBLE;7ème Ardt;75107;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.312922306404157, 48.848995349233284]}";48.8489953492,2.3129223064
ELEMENTAIRES (année scolaire 2018/2019);BERANGER (3) ELEM;3 rue BERANGER;3ème Ardt;75103;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.364382987662597, 48.864815902664205]}";48.8648159027,2.36438298766
ELEMENTAIRES (année scolaire 2018/2019);DUPLEIX (21) ELEM;21 rue DUPLEIX;15ème Ardt;75115;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.297193883092943, 48.85148244692171]}";48.8514824469,2.29719388309
ELEMENTAIRES (année scolaire 2018/2019);PORTE D'IVRY (51) ELEM;51 AVENUE DE LA PORTE D'IVRY;13ème Ardt;75113;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.369608451450462, 48.82112753574885]}";48.8211275357,2.36960845145
ELEMENTAIRES (année scolaire 2018/2019);ST MAUR (22) ELEM A;22 rue SAINT-MAUR;11ème Ardt;75111;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.382040686228196, 48.86030901639757]}";48.8603090164,2.38204068623
ELEMENTAIRES (année scolaire 2018/2019);ROMAINVILLE (57) ELEM A;57 RUE DE ROMAINVILLE;19ème Ardt;75119;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.4030100064403612, 48.877417070403666]}";48.8774170704,2.40301000644
ELEMENTAIRES (année scolaire 2018/2019);JEAN JAURES (160) ELEM;160 avenue JEAN JAURES;19ème Ardt;75119;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.388022514736718, 48.88728920248174]}";48.8872892025,2.38802251474
ELEMENTAIRES (année scolaire 2018/2019);MICHEL BIZOT (83) ELEM;83 AVENUE DU GENERAL MICHEL BIZOT;12ème Ardt;75112;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.403531427088239, 48.83725384267474]}";48.8372538427,2.40353142709
ELEMENTAIRES (année scolaire 2018/2019);PIERRE FONCIN (8) ELEM A;8 rue PIERRE FONCIN;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.409709172173559, 48.871359122624916]}";48.8713591226,2.40970917217
ELEMENTAIRES (année scolaire 2018/2019);VERTUS (8) ELEM;8 RUE DES VERTUS;3ème Ardt;75103;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.35787270659063, 48.86416445360316]}";48.8641644536,2.35787270659
ELEMENTAIRES (année scolaire 2018/2019);LAUGIER (16) ELEM;16 rue LAUGIER;17ème Ardt;75117;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.296831960509477, 48.88025971973563]}";48.8802597197,2.29683196051
ELEMENTAIRES (année scolaire 2018/2019);BRETONNEAU (9) ELEM;9 rue BRETONNEAU;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.403196010164587, 48.867723693163406]}";48.8677236932,2.40319601016
ELEMENTAIRES (année scolaire 2018/2019);VAUCANSON (6) POLY;6 rue VAUCANSON;3ème Ardt;75103;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.3567881058524, 48.86711766437896]}";48.8671176644,2.35678810585
ELEMENTAIRES (année scolaire 2018/2019);BOILEAU (17-23) ELEM;17 rue BOILEAU;16ème Ardt;75116;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.2652642274467683, 48.84634434825157]}";48.8463443483,2.26526422745
ELEMENTAIRES (année scolaire 2021/2022);VIGEE LEBRUN (11) ELEM B;11 RUE VIGEE LEBRUN;15ème Ardt;75115;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.310576961985019, 48.83903840946125]}";48.8390384095,2.31057696199
ELEMENTAIRES (année scolaire 2021/2022);VICTOR COUSIN (14) ELEM;14 RUE VICTOR COUSIN;5ème Ardt;75105;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.342080198232065, 48.84743178989317]}";48.8474317899,2.34208019823
ELEMENTAIRES (année scolaire 2021/2022);PIERRE FONCIN (4) POLY B;4 RUE PIERRE FONCIN;20ème Ardt;75120;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.409389861162481, 48.871347282514265]}";48.8713472825,2.40938986116
ELEMENTAIRES (année scolaire 2021/2022);LE VAU (20) ELEM A;20 RUE LE VAU;20ème Ardt;75120;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.411209868048887, 48.867532112583135]}";48.8675321126,2.41120986805
ELEMENTAIRES (année scolaire 2021/2022);PROVIDENCE (5) ELEM A;5 RUE DE LA PROVIDENCE;13ème Ardt;75113;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.348883243212774, 48.82534794391872]}";48.8253479439,2.34888324321
ELEMENTAIRES (année scolaire 2021/2022);LOUIS DE FUNES (2) POLY;2 ALLEE LOUIS DE FUNES;8ème Ardt;75108;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.305876460439494, 48.875907060756575]}";48.8759070608,2.30587646044
ELEMENTAIRES (année scolaire 2021/2022);JUSSIENNE (3) ELEM;3 RUE DE LA JUSSIENNE;2ème Ardt;75102;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.344091049807323, 48.86530003557968]}";48.8653000356,2.34409104981
ELEMENTAIRES (année scolaire 2021/2022);BESSIERES (92) ELEM;92 BOULEVARD BESSIERES;17ème Ardt;75117;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.318990564141351, 48.896604038468915]}";48.8966040385,2.31899056414
ELEMENTAIRES (année scolaire 2021/2022);ROMAINVILLE (57) ELEM A;57 RUE DE ROMAINVILLE;19ème Ardt;75119;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.403010006460976, 48.877417068605105]}";48.8774170686,2.40301000646
ELEMENTAIRES (année scolaire 2021/2022);FOURCROY (12B) ELEM;12 bis RUE FOURCROY;17ème Ardt;75117;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.297322002214936, 48.88074263795132]}";48.880742638,2.29732200221
ELEMENTAIRES (année scolaire 2021/2022);OLIVIER METRA (32-34) POLY;32 RUE OLIVIER METRA;20ème Ardt;75120;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.393852000048005, 48.873298373241624]}";48.8732983732,2.39385200005
ELEMENTAIRES (année scolaire 2021/2022);GUSTAVE ROUANET (7) ELEM;7 RUE GUSTAVE ROUANET;18ème Ardt;75118;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.340316321986772, 48.89631475775652]}";48.8963147578,2.34031632199
ELEMENTAIRES (année scolaire 2020/2021);GERTY ARCHIMEDE (5) ELEM;5 RUE BARON LE ROY;12ème Ardt;75112;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.387077271066235, 48.83558942800444]}";48.835589428,2.38707727107
ELEMENTAIRES (année scolaire 2021/2022);BELLES FEUILLES (3) POLY;3 IMPASSE DES BELLES FEUILLES;16ème Ardt;75116;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.280778166087784, 48.86883571714286]}";48.8688357171,2.28077816609
ELEMENTAIRES (année scolaire 2020/2021);PIERRE FONCIN (4) POLY B;4 RUE PIERRE FONCIN;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.409389861162481, 48.871347282514265]}";48.8713472825,2.40938986116
ELEMENTAIRES (année scolaire 2020/2021);CUGNOT (30) POLY;30 RUE CUGNOT;18ème Ardt;75118;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.3645871569749612, 48.89271572291295]}";48.8927157229,2.36458715697
ELEMENTAIRES (année scolaire 2020/2021);JOMARD (9) ELEM;9 RUE JOMARD;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.37958145628075, 48.889712377703844]}";48.8897123777,2.37958145628
ELEMENTAIRES (année scolaire 2020/2021);KUSS (8) ELEM;8 RUE KUSS;13ème Ardt;75113;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.351305571901134, 48.822230985314484]}";48.8222309853,2.3513055719
ELEMENTAIRES (année scolaire 2020/2021);SIMON BOLIVAR (119) ELEM A;119 AVENUE SIMON BOLIVAR;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.37418739547463, 48.879838014956796]}";48.879838015,2.37418739547
ELEMENTAIRES (année scolaire 2020/2021);HAMELIN (21) ELEM;21 RUE AMIRAL HAMELIN;16ème Ardt;75116;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.291949827457391, 48.86742213672208]}";48.8674221367,2.29194982746
ELEMENTAIRES (année scolaire 2020/2021);GENERAL CAMOU (1) ELEM;1 RUE DU GENERAL CAMOU;7ème Ardt;75107;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.299859392271871, 48.858890646230584]}";48.8588906462,2.29985939227
ELEMENTAIRES (année scolaire 2020/2021);PIERRE BROSSOLETTE (2) ELEM;2 RUE PIERRE BROSSOLETTE;5ème Ardt;75105;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.347603591978161, 48.84197079960339]}";48.8419707996,2.34760359198
ELEMENTAIRES (année scolaire 2020/2021);DAMESME (5) ELEM;5 RUE DAMESME;13ème Ardt;75113;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.355436266356012, 48.82509770117379]}";48.8250977012,2.35543626636
ELEMENTAIRES (année scolaire 2020/2021);GAMBETTA (103) ELEM;103 AVENUE GAMBETTA;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.399971139593601, 48.86682852043192]}";48.8668285204,2.39997113959
ELEMENTAIRES (année scolaire 2020/2021);CAMBON (28) POLY;28 RUE CAMBON;1er Ardt;75101;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.32685618893411, 48.868112425226755]}";48.8681124252,2.32685618893
ELEMENTAIRES (année scolaire 2018/2019);CARDINAL AMETTE (3) ELEM;3 PLACE DU CARDINAL AMETTE;15ème Ardt;75115;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.297107585593066, 48.85093752805808]}";48.8509375281,2.29710758559
ELEMENTAIRES (année scolaire 2018/2019);PYRENEES (40) ELEM;40 RUE DES PYRENEES;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.406501322337822, 48.850908974174786]}";48.8509089742,2.40650132234
ELEMENTAIRES (année scolaire 2018/2019);POISSONNIERS (142) POLY;142 RUE DES POISSONNIERS;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.353021908243544, 48.89681367329203]}";48.8968136733,2.35302190824
ELEMENTAIRES (année scolaire 2018/2019);BARBANEGRE (7) ELEM B;7 rue BARBANEGRE;19ème Ardt;75119;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.382861771734628, 48.89213866867532]}";48.8921386687,2.38286177173
ELEMENTAIRES (année scolaire 2018/2019);IVRY (47) ELEM A;47 AVENUE D'IVRY;13ème Ardt;75113;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.365782181713796, 48.82306036730415]}";48.8230603673,2.36578218171
ELEMENTAIRES (année scolaire 2018/2019);CORBON (3) ELEM;3 rue CORBON;15ème Ardt;75115;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.303299664811041, 48.83653951529856]}";48.8365395153,2.30329966481
ELEMENTAIRES (année scolaire 2018/2019);BAUDRICOURT (55) ELEM B;55 rue BAUDRICOURT;13ème Ardt;75113;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.363135205029175, 48.82577113097864]}";48.825771131,2.36313520503
ELEMENTAIRES (année scolaire 2018/2019);BEAUREGARD (5) POLY;5 rue BEAUREGARD;2ème Ardt;75102;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.348337627020938, 48.86927024478939]}";48.8692702448,2.34833762702
ELEMENTAIRES (année scolaire 2018/2019);ROLLIN (10) ELEM;10 rue ROLLIN;5ème Ardt;75105;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.3508535762016702, 48.8447488571473]}";48.8447488571,2.3508535762
ELEMENTAIRES (année scolaire 2018/2019);ETIENNE MARCEL (20) POLY;20 rue ETIENNE MARCEL;2ème Ardt;75102;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.348314568868274, 48.864140576953304]}";48.864140577,2.34831456887
ELEMENTAIRES (année scolaire 2019/2020);MANIN (30) ELEM B;30 RUE MANIN;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3890523257792182, 48.88335334209213]}";48.8833533421,2.38905232578
ELEMENTAIRES (année scolaire 2019/2020);BAUDRICOURT (55) ELEM B;55 RUE BAUDRICOURT;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.363135205029175, 48.82577113097864]}";48.825771131,2.36313520503
ELEMENTAIRES (année scolaire 2019/2020);LOUVOIS (6) ELEM;6 RUE DE LOUVOIS;2ème Ardt;75102;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.337487025037603, 48.8682746051395]}";48.8682746051,2.33748702504
ELEMENTAIRES (année scolaire 2019/2020);GOUBET (4) ELEM;4 RUE GOUBET;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.390330214131969, 48.884592747685616]}";48.8845927477,2.39033021413
ELEMENTAIRES (année scolaire 2019/2020);POISSONNIERS (142) POLY;142 RUE DES POISSONNIERS;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.353021908243544, 48.89681367329203]}";48.8968136733,2.35302190824
ELEMENTAIRES (année scolaire 2019/2020);BOURSAULT (10) POLY;10 RUE BOURSAULT;17ème Ardt;75117;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.32079745784803, 48.88295338392788]}";48.8829533839,2.32079745785
ELEMENTAIRES (année scolaire 2019/2020);PYRENEES (291) ELEM B;291 RUE DES PYRENEES;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.394876559162883, 48.86929088534379]}";48.8692908853,2.39487655916
ELEMENTAIRES (année scolaire 2019/2020);EUGENE VARLIN (10) ELEM;10 RUE EUGENE VARLIN;10ème Ardt;75110;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.364774028773796, 48.87833744753977]}";48.8783374475,2.36477402877
ELEMENTAIRES (année scolaire 2019/2020);BOULANGERS (19) ELEM;19 RUE DES BOULANGERS;5ème Ardt;75105;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3529941428633983, 48.84585881914809]}";48.8458588191,2.35299414286
ELEMENTAIRES (année scolaire 2019/2020);ST MAUR (22) ELEM A;22 RUE SAINT-MAUR;11ème Ardt;75111;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.382040686228196, 48.86030901639757]}";48.8603090164,2.38204068623
ELEMENTAIRES (année scolaire 2019/2020);PARMENTIER (11B) ELEM;11 bis AVENUE PARMENTIER;11ème Ardt;75111;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.378800224295568, 48.85975604210564]}";48.8597560421,2.3788002243
ELEMENTAIRES (année scolaire 2019/2020);BERANGER (3) ELEM;3 RUE BERANGER;3ème Ardt;75103;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.364382987662597, 48.864815902664205]}";48.8648159027,2.36438298766
ELEMENTAIRES (année scolaire 2019/2020);ST DIDIER (15B) POLY;15 bis RUE SAINT-DIDIER;16ème Ardt;75116;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.28760309990275, 48.86614055672318]}";48.8661405567,2.2876030999
ELEMENTAIRES (année scolaire 2019/2020);GUTENBERG (50) ELEM;50 RUE GUTENBERG;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.279837795934591, 48.84273088061609]}";48.8427308806,2.27983779593
ELEMENTAIRES (année scolaire 2017/2018);PIERRE GOURDAULT (11) ELEM;11 rue PIERRE GOURDAULT;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.370805498272985, 48.83126862904868]}";48.831268629,2.37080549827
ELEMENTAIRES (année scolaire 2017/2018);VICQ D'AZIR (16) POLY;16 rue VICQ D'AZIR;10ème Ardt;75110;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.370558693101956, 48.876069596536766]}";48.8760695965,2.3705586931
ELEMENTAIRES (année scolaire 2017/2018);ST MAUR (200) ELEM;200 rue SAINT-MAUR;10ème Ardt;75110;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.371684848293722, 48.87223208446394]}";48.8722320845,2.37168484829
ELEMENTAIRES (année scolaire 2017/2018);DELAMBRE (24) ELEM;24 rue DELAMBRE;14ème Ardt;75114;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.3268088674554672, 48.84159829797275]}";48.841598298,2.32680886746
ELEMENTAIRES (année scolaire 2017/2018);LEPIC (62) ELEM;62 rue LEPIC;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.333969772215308, 48.886944765006525]}";48.886944765,2.33396977222
ELEMENTAIRES (année scolaire 2017/2018);VULPIAN (13) ELEM;13 rue VULPIAN;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.346494704299481, 48.83154819097778]}";48.831548191,2.3464947043
ELEMENTAIRES (année scolaire 2017/2018);ST LAMBERT (12) ELEM B;12 rue SAINT-LAMBERT;15ème Ardt;75115;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.290953082695621, 48.83808882893671]}";48.8380888289,2.2909530827
ELEMENTAIRES (année scolaire 2017/2018);ST CHARLES (197) ELEM;197 rue SAINT-CHARLES;15ème Ardt;75115;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.28017101814774, 48.840287940362344]}";48.8402879404,2.28017101815
ELEMENTAIRES (année scolaire 2017/2018);COLETTE MAGNY (17) ELEM;17 rue Colette Magny;19ème Ardt;75119;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.375805426687577, 48.89513591803063]}";48.895135918,2.37580542669
ELEMENTAIRES (année scolaire 2017/2018);PROVIDENCE (5) ELEM A;5 RUE DE LA PROVIDENCE;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.348883241828267, 48.82534794570992]}";48.8253479457,2.34888324183
ELEMENTAIRES (année scolaire 2017/2018);OLIVIER METRA (22) ELEM B;22 rue OLIVIER METRA;20ème Ardt;75120;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.394340267568528, 48.87289260287402]}";48.8728926029,2.39434026757
ELEMENTAIRES (année scolaire 2017/2018);PYRENEES (97) ELEM;97 RUE DES PYRENEES;20ème Ardt;75120;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.405256423896711, 48.855024576317945]}";48.8550245763,2.4052564239
ELEMENTAIRES (année scolaire 2017/2018);PELLEPORT (166) POLY;166 rue PELLEPORT;20ème Ardt;75120;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.397987454871222, 48.87336492903247]}";48.873364929,2.39798745487
ELEMENTAIRES (année scolaire 2017/2018);HERMEL (20) ELEM;20 rue HERMEL;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.344513080958964, 48.89130095570097]}";48.8913009557,2.34451308096
ELEMENTAIRES (année scolaire 2017/2018);CAPITAINE LAGACHE (19) ELEM;19 RUE DU CAPITAINE LAGACHE;17ème Ardt;75117;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.325594516525339, 48.892040018910635]}";48.8920400189,2.32559451653
ELEMENTAIRES (année scolaire 2017/2018);BIENFAISANCE (12 B) ELEM;12 bis RUE DE LA BIENFAISANCE;8ème Ardt;75108;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.319889925579678, 48.87680400452406]}";48.8768040045,2.31988992558
ELEMENTAIRES (année scolaire 2018/2019);BIGNON (4) ELEM;4 rue BIGNON;12ème Ardt;75112;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.388515772620163, 48.840431161964005]}";48.840431162,2.38851577262
ELEMENTAIRES (année scolaire 2018/2019);COLETTE MAGNY (17) ELEM;17 rue COLETTE MAGNY;19ème Ardt;75119;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.375805429479914, 48.8951359126493]}";48.8951359126,2.37580542948
ELEMENTAIRES (année scolaire 2018/2019);VIGEE LEBRUN (17) ELEM A;17 rue VIGEE-LEBRUN;15ème Ardt;75115;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.310955515405865, 48.83885497429365]}";48.8388549743,2.31095551541
ELEMENTAIRES (année scolaire 2018/2019);HERMEL (20) ELEM;20 rue HERMEL;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.344513080970285, 48.89130095480168]}";48.8913009548,2.34451308097
ELEMENTAIRES (année scolaire 2018/2019);CAVE (11) ELEM;11 rue CAVE;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.35516702330106, 48.88670735053258]}";48.8867073505,2.3551670233
ELEMENTAIRES (année scolaire 2018/2019);ORAN (18) ELEM;18 RUE D' ORAN;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.353029210505578, 48.88904593950043]}";48.8890459395,2.35302921051
ELEMENTAIRES (année scolaire 2018/2019);AMANDIERS (103-111) ELEM;103 RUE DES AMANDIERS;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.38882385835587, 48.8674383199075]}";48.8674383199,2.38882385836
ELEMENTAIRES (année scolaire 2018/2019);MOURAUD (5) ELEM;5 rue MOURAUD;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.40771861508072, 48.85477058293537]}";48.8547705829,2.40771861508
ELEMENTAIRES (année scolaire 2018/2019);GUADELOUPE (2) ELEM;2 RUE DE LA GUADELOUPE;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.362632089296306, 48.890753008335544]}";48.8907530083,2.3626320893
ELEMENTAIRES (année scolaire 2018/2019);RIBLETTE (16) ELEM A;16 rue RIBLETTE;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.406570081025584, 48.86006881299974]}";48.860068813,2.40657008103
ELEMENTAIRES (année scolaire 2018/2019);CLIGNANCOURT (61) ELEM;61 RUE DE CLIGNANCOURT;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.347797855160952, 48.88793298988648]}";48.8879329899,2.34779785516
ELEMENTAIRES (année scolaire 2021/2022);AMIRAL ROUSSIN (35) ELEM;35 RUE DE L AMIRAL ROUSSIN;15ème Ardt;75115;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.29962633650878, 48.84423314603249]}";48.844233146,2.29962633651
ELEMENTAIRES (année scolaire 2021/2022);PIERRE BROSSOLETTE (2) ELEM;2 RUE PIERRE BROSSOLETTE;5ème Ardt;75105;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.347603591978161, 48.84197079960339]}";48.8419707996,2.34760359198
ELEMENTAIRES (année scolaire 2021/2022);BELLIARD (129) ELEM;129 RUE BELLIARD;18ème Ardt;75118;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.335628779107624, 48.89634919984214]}";48.8963491998,2.33562877911
