Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
ELEMENTAIRES (année scolaire 2017/2018);MAURICE GENEVOIX (3) POLY;3 rue MAURICE GENEVOIX;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.360465324962945, 48.89445527024613]}";48.8944552702,2.36046532496
ELEMENTAIRES (année scolaire 2019/2020);BOILEAU (17-23) ELEM;17 RUE BOILEAU;16ème Ardt;75116;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.2652642274467683, 48.84634434825157]}";48.8463443483,2.26526422745
ELEMENTAIRES (année scolaire 2017/2018);JEAN FRANCOIS LEPINE (6) ELEM;6 rue JEAN-FRANCOIS LEPINE;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.3587182496099, 48.886181736270615]}";48.8861817363,2.35871824961
ELEMENTAIRES (année scolaire 2019/2020);ARBRE SEC (15) ELEM;15 RUE DE L' ARBRE SEC;1er Ardt;75101;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.341922025653513, 48.85965121640573]}";48.8596512164,2.34192202565
ELEMENTAIRES (année scolaire 2017/2018);MONTEMPOIVRE (16) POLY;16 RUE DE MONTEMPOIVRE;12ème Ardt;75112;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.40701434985805, 48.84013866249602]}";48.8401386625,2.40701434986
ELEMENTAIRES (année scolaire 2019/2020);PIERRE BUDIN (5) ELEM;5 RUE PIERRE BUDIN;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.352728701289496, 48.88968435113735]}";48.8896843511,2.35272870129
ELEMENTAIRES (année scolaire 2017/2018);JOUFFROY (20) ELEM;20 rue JOUFFROY D'ABBANS;17ème Ardt;75117;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.310896770720142, 48.88650043571316]}";48.8865004357,2.31089677072
ELEMENTAIRES (année scolaire 2019/2020);FOYATIER (1) ELEM;1 PLACE SUZANNE VALADON;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.34239089017653, 48.88466921009886]}";48.8846692101,2.34239089018
ELEMENTAIRES (année scolaire 2017/2018);ST LOUIS EN L'ILE (21) ELEM;21 rue SAINT-LOUIS EN L'ILE;4ème Ardt;75104;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.357240562416796, 48.85153572316182]}";48.8515357232,2.35724056242
ELEMENTAIRES (année scolaire 2019/2020);NEUVE ST PIERRE (15) ELEM;15 RUE NEUVE SAINT-PIERRE;4ème Ardt;75104;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.363136633002893, 48.85379112846879]}";48.8537911285,2.363136633
ELEMENTAIRES (année scolaire 2017/2018);DUNOIS (64) ELEM;64 rue DUNOIS;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.366908902057792, 48.83274784538412]}";48.8327478454,2.36690890206
ELEMENTAIRES (année scolaire 2019/2020);GROS (18) POLY;18 RUE GROS;16ème Ardt;75116;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.276148551017673, 48.85138249982308]}";48.8513824998,2.27614855102
ELEMENTAIRES (année scolaire 2017/2018);FOYATIER (1) ELEM;1 place SUZANNE VALADON;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.34239089017653, 48.88466921009886]}";48.8846692101,2.34239089018
ELEMENTAIRES (année scolaire 2019/2020);FOREST (14) POLY;14 RUE FOREST;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.329087390197587, 48.885733365640526]}";48.8857333656,2.3290873902
ELEMENTAIRES (année scolaire 2017/2018);PICPUS (56) ELEM B;56 RUE DE PICPUS;12ème Ardt;75112;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.396622582682708, 48.843591411014025]}";48.843591411,2.39662258268
ELEMENTAIRES (année scolaire 2019/2020);VULPIAN (13) ELEM;13 RUE VULPIAN;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.346494704299481, 48.83154819097778]}";48.831548191,2.3464947043
ELEMENTAIRES (année scolaire 2017/2018);FELIX FAURE (146) ELEM;146 avenue FELIX FAURE;15ème Ardt;75115;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.279313380243615, 48.837356530584856]}";48.8373565306,2.27931338024
ELEMENTAIRES (année scolaire 2019/2020);MUSSET (20) ELEM;20 RUE DE MUSSET;16ème Ardt;75116;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.263539691745737, 48.842082243621185]}";48.8420822436,2.26353969175
ELEMENTAIRES (année scolaire 2017/2018);ROBERT ESTIENNE (8) POLY;8 rue ROBERT ESTIENNE;8ème Ardt;75108;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.305114779145061, 48.86861807040043]}";48.8686180704,2.30511477915
ELEMENTAIRES (année scolaire 2017/2018);ST ISAURE (18) ELEM;18 rue SAINTE-ISAURE;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.344430153737189, 48.89416202254937]}";48.8941620225,2.34443015374
ELEMENTAIRES (année scolaire 2017/2018);VICTOIRE (16) ELEM;16 RUE DE LA VICTOIRE;9ème Ardt;75109;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.339189890723794, 48.87514754787761]}";48.8751475479,2.33918989072
ELEMENTAIRES (année scolaire 2017/2018);LOUIS BLANC (49b) ELEM;49 bis rue LOUIS BLANC;10ème Ardt;75110;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.362516253489516, 48.88240949016253]}";48.8824094902,2.36251625349
ELEMENTAIRES (année scolaire 2017/2018);REUILLY (57) ELEM A;57 RUE DE REUILLY;12ème Ardt;75112;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.388583682650645, 48.84576438823305]}";48.8457643882,2.38858368265
ELEMENTAIRES (année scolaire 2017/2018);TOURTILLE (38) ELEM;38 RUE DE TOURTILLE;20ème Ardt;75120;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.3804262119916, 48.87230792928625]}";48.8723079293,2.38042621199
ELEMENTAIRES (année scolaire 2017/2018);JOMARD (9) ELEM;9 rue JOMARD;19ème Ardt;75119;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.379581456248605, 48.88971238040162]}";48.8897123804,2.37958145625
ELEMENTAIRES (année scolaire 2018/2019);GOUTTE D'OR (49B)  POLY;49 bis RUE DE LA GOUTTE D'OR;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.351785340689855, 48.88495633669168]}";48.8849563367,2.35178534069
ELEMENTAIRES (année scolaire 2018/2019);BERTHIER (112) ELEM;112 boulevard BERTHIER;17ème Ardt;75117;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.301658090842203, 48.88919934786161]}";48.8891993479,2.30165809084
ELEMENTAIRES (année scolaire 2018/2019);MARGUERITE LONG (5) POLY;5 rue MARGUERITE LONG;17ème Ardt;75117;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.304519099860841, 48.891013094370784]}";48.8910130944,2.30451909986
ELEMENTAIRES (année scolaire 2018/2019);PLANCHAT (54) ELEM;54 rue PLANCHAT;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.396473856430106, 48.85596386336385]}";48.8559638634,2.39647385643
ELEMENTAIRES (année scolaire 2018/2019);TANDOU (9) ELEM;9 rue TANDOU;19ème Ardt;75119;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.379257318580655, 48.88604531087463]}";48.8860453109,2.37925731858
ELEMENTAIRES (année scolaire 2018/2019);LE VAU (10) POLY;10 rue LE VAU;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.41131171297101, 48.86659752208843]}";48.8665975221,2.41131171297
ELEMENTAIRES (année scolaire 2018/2019);LESSEPS (9) ELEM B;9 RUE DE LESSEPS;20ème Ardt;75120;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.400168773742517, 48.85871148587306]}";48.8587114859,2.40016877374
ELEMENTAIRES (année scolaire 2018/2019);REPUBLIQUE (100) ELEM;100 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.3827617701033432, 48.863557051297875]}";48.8635570513,2.3827617701
ELEMENTAIRES (année scolaire 2018/2019);LOUIS DE FUNES(2);2 ALLEE LOUIS DE FUNES;8ème Ardt;75108;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.305876459040178, 48.875907063446505]}";48.8759070634,2.30587645904
ELEMENTAIRES (année scolaire 2018/2019);FONDARY (12) ELEM;12 rue FONDARY;15ème Ardt;75115;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.292248173239391, 48.84840560756566]}";48.8484056076,2.29224817324
ELEMENTAIRES (année scolaire 2018/2019);CHAPTAL (12) ELEM;12 rue CHAPTAL;9ème Ardt;75109;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.333632150860859, 48.880824649654805]}";48.8808246497,2.33363215086
ELEMENTAIRES (année scolaire 2018/2019);PIERRE GOURDAULT (11) ELEM;11 rue PIERRE GOURDAULT;13ème Ardt;75113;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.370805498283839, 48.83126862814934]}";48.8312686281,2.37080549828
ELEMENTAIRES (année scolaire 2018/2019);DOUDEAUVILLE (7) ELEM;7 rue DOUDEAUVILLE;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.35873595227397, 48.88887204782831]}";48.8888720478,2.35873595227
ELEMENTAIRES (année scolaire 2018/2019);PORTE BRANCION (5) ELEM;5 AVENUE DE LA PORTE BRANCION;15ème Ardt;75115;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.302093888054012, 48.82745046164383]}";48.8274504616,2.30209388805
ELEMENTAIRES (année scolaire 2021/2022);BOURSAULT (10) POLY;10 RUE BOURSAULT;17ème Ardt;75117;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.320797457883216, 48.882953381230074]}";48.8829533812,2.32079745788
ELEMENTAIRES (année scolaire 2021/2022);ORAN (18) ELEM;18 RUE D'ORAN;18ème Ardt;75118;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.353029211880464, 48.88904593860853]}";48.8890459386,2.35302921188
ELEMENTAIRES (année scolaire 2021/2022);AMPERE (18) ELEM;18 RUE AMPERE;17ème Ardt;75117;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.304946096937375, 48.88531855079069]}";48.8853185508,2.30494609694
ELEMENTAIRES (année scolaire 2021/2022);LEGENDRE (49) ELEM;49 RUE LEGENDRE;17ème Ardt;75117;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.315967657923203, 48.88525363944682]}";48.8852536394,2.31596765792
ELEMENTAIRES (année scolaire 2021/2022);MARE (42) ELEM;42 RUE DE LA MARE;20ème Ardt;75120;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.389964695261337, 48.87110111953217]}";48.8711011195,2.38996469526
ELEMENTAIRES (année scolaire 2021/2022);LA FONTAINE (41B) ELEM;41 bis RUE JEAN DE LA FONTAINE;16ème Ardt;75116;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.270380716016699, 48.85017170540044]}";48.8501717054,2.27038071602
ELEMENTAIRES (année scolaire 2021/2022);REUILLY (57) ELEM B;57 RUE DE REUILLY (ECOLE B);12ème Ardt;75112;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.388583683971027, 48.84576439183721]}";48.8457643918,2.38858368397
ELEMENTAIRES (année scolaire 2021/2022);VERTUS (8) ELEM;8 RUE DES VERTUS;3ème Ardt;75103;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.35787270799803, 48.864164450013334]}";48.86416445,2.357872708
ELEMENTAIRES (année scolaire 2021/2022);PLAINE (11) ELEM A;11 RUE DE LA PLAINE;20ème Ardt;75120;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.400509739506107, 48.85004071996683]}";48.85004072,2.40050973951
ELEMENTAIRES (année scolaire 2021/2022);PLANCHAT (54) ELEM;54 RUE PLANCHAT;20ème Ardt;75120;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.396473857834625, 48.85596385977355]}";48.8559638598,2.39647385783
ELEMENTAIRES (année scolaire 2021/2022);AMANDIERS (103-111) ELEM;103 RUE DES AMANDIERS;20ème Ardt;75120;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.388823859761124, 48.86743831631731]}";48.8674383163,2.38882385976
ELEMENTAIRES (année scolaire 2021/2022);RECOLLETS (19) ELEM;19 PASSAGE DES RECOLLETS;10ème Ardt;75110;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.360525786029718, 48.87430550401083]}";48.874305504,2.36052578603
ELEMENTAIRES (année scolaire 2021/2022);BERCY (165) ELEM;165 RUE DE BERCY;12ème Ardt;75112;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.375397930674772, 48.842521157578936]}";48.8425211576,2.37539793067
ELEMENTAIRES (année scolaire 2021/2022);MICHEL BIZOT (83) ELEM;83 AVENUE DU GAL MICHEL BIZOT;12ème Ardt;75112;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.403531427119112, 48.83725383997683]}";48.83725384,2.40353142712
ELEMENTAIRES (année scolaire 2021/2022);ST JACQUES (250 B) ELEM;250 bis RUE SAINT JACQUES;5ème Ardt;75105;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.341632103416444, 48.84377707722693]}";48.8437770772,2.34163210342
ELEMENTAIRES (année scolaire 2021/2022);PROVIDENCE (7) ELEM B;7 RUE DE LA PROVIDENCE;13ème Ardt;75113;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.348687126178926, 48.825430463119886]}";48.8254304631,2.34868712618
ELEMENTAIRES (année scolaire 2021/2022);FRANC NOHAIN (9) POLY;9 RUE FRANC NOHAIN;13ème Ardt;75113;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.375182201307598, 48.82140113541726]}";48.8214011354,2.37518220131
ELEMENTAIRES (année scolaire 2021/2022);GENERAL CAMOU (1) ELEM;1 RUE GENERAL CAMOU;7ème Ardt;75107;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.299859392271871, 48.858890646230584]}";48.8588906462,2.29985939227
ELEMENTAIRES (année scolaire 2021/2022);TOURNELLES (21) POLY;21 RUE DES TOURNELLES;4ème Ardt;75104;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.367390361596144, 48.85432879792764]}";48.8543287979,2.3673903616
ELEMENTAIRES (année scolaire 2021/2022);ST LAMBERT (10) ELEM A;10 RUE SAINT LAMBERT;15ème Ardt;75115;2021-2022;Elémentaire;"{""type"": ""Point"", ""coordinates"": [2.290904237539606, 48.838126665571444]}";48.8381266656,2.29090423754
ELEMENTAIRES (année scolaire 2021/2022);FAUCONNIER (4) POLY;4 RUE DU FAUCONNIER;4ème Ardt;75104;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.359654071343641, 48.853642192384825]}";48.8536421924,2.35965407134
ELEMENTAIRES (année scolaire 2020/2021);BOISSIERE (56) POLY;54 RUE BOISSIERE;16ème Ardt;75116;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.288044144313184, 48.868048610161246]}";48.8680486102,2.28804414431
ELEMENTAIRES (année scolaire 2020/2021);AVE MARIA (22) ELEM;22 RUE DE L' AVE MARIA;4ème Ardt;75104;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.359861990954405, 48.85318125329338]}";48.8531812533,2.35986199095
ELEMENTAIRES (année scolaire 2020/2021);OURCQ (105B) ELEM A;105 bis RUE DE L' OURCQ;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.375075379341595, 48.89355839261753]}";48.8935583926,2.37507537934
ELEMENTAIRES (année scolaire 2020/2021);MICHEL ANGE (51) ELEM;51 RUE MICHEL-ANGE;16ème Ardt;75116;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.261070247176203, 48.844024387133246]}";48.8440243871,2.26107024718
ELEMENTAIRES (année scolaire 2020/2021);FRANCOISE DORLEAC  ELEM A;60 RUE RENE BINET;18ème Ardt;75118;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.3374527923173662, 48.89938990076311]}";48.8993899008,2.33745279232
ELEMENTAIRES (année scolaire 2020/2021);MATHIS (14) ELEM;14 RUE MATHIS;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.375498128730608, 48.890865288285724]}";48.8908652883,2.37549812873
ELEMENTAIRES (année scolaire 2020/2021);GILBERT CESBRON (1) POLY;1 RUE GILBERT CESBRON;17ème Ardt;75117;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.314171454479135, 48.89340359717559]}";48.8934035972,2.31417145448
ELEMENTAIRES (année scolaire 2020/2021);REUILLY (57) ELEM B;57 RUE DE REUILLY;12ème Ardt;75112;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.388583683971027, 48.84576439183721]}";48.8457643918,2.38858368397
ELEMENTAIRES (année scolaire 2020/2021);MACDONALD (141) POLY;141 BD MACDONALD;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.379741513889693, 48.89862625694646]}";48.8986262569,2.37974151389
ELEMENTAIRES (année scolaire 2020/2021);SIMON BOLIVAR (119) ELEM B;119 AVENUE SIMON BOLIVAR;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.37418739547463, 48.879838014956796]}";48.879838015,2.37418739547
ELEMENTAIRES (année scolaire 2020/2021);FAGON (13) ELEM;13 RUE FAGON;13ème Ardt;75113;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.35695080835527, 48.83254786248176]}";48.8325478625,2.35695080836
ELEMENTAIRES (année scolaire 2018/2019);FROMENT (13) ELEM;13 rue FROMENT;11ème Ardt;75111;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.372494080901198, 48.85741545977473]}";48.8574154598,2.3724940809
ELEMENTAIRES (année scolaire 2018/2019);VICTOIRE (16) ELEM;16 RUE DE LA VICTOIRE;9ème Ardt;75109;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.339189890735203, 48.87514754697835]}";48.875147547,2.33918989074
ELEMENTAIRES (année scolaire 2018/2019);FERDINAND FLOCON (5) ELEM;5 rue FERDINAND FLOCON;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.345879669945413, 48.89164799692986]}";48.8916479969,2.34587966995
ELEMENTAIRES (année scolaire 2018/2019);JEANNE D ARC (30) ELEM B;30 place JEANNE D'ARC;13ème Ardt;75113;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.368889206464361, 48.83008507971273]}";48.8300850797,2.36888920646
ELEMENTAIRES (année scolaire 2018/2019);SIMON BOLIVAR (119) ELEM B;119 avenue SIMON BOLIVAR;19ème Ardt;75119;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.374187395442212, 48.87983801765461]}";48.8798380177,2.37418739544
ELEMENTAIRES (année scolaire 2018/2019);ARAGO (30) ELEM;30 boulevard ARAGO;13ème Ardt;75113;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.34745851738845, 48.83560045552808]}";48.8356004555,2.34745851739
ELEMENTAIRES (année scolaire 2018/2019);BOISSIERE (54) POLY;54 rue BOISSIERE;16ème Ardt;75116;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.28804414291316, 48.86804861285095]}";48.8680486129,2.28804414291
ELEMENTAIRES (année scolaire 2019/2020);CHERBOURG (15) ELEM;15 RUE DE CHERBOURG;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.304099545934175, 48.831062534324396]}";48.8310625343,2.30409954593
ELEMENTAIRES (année scolaire 2019/2020);VICTOIRE (16) ELEM;16 RUE DE LA VICTOIRE;9ème Ardt;75109;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.339189890735203, 48.87514754697835]}";48.875147547,2.33918989074
ELEMENTAIRES (année scolaire 2019/2020);LAMORICIERE (8) ELEM B;8 AVENUE LAMORICIERE;12ème Ardt;75112;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.412250241961961, 48.84473017183559]}";48.8447301718,2.41225024196
ELEMENTAIRES (année scolaire 2017/2018);BELLES FEUILLES (3) POLY;3 IMPASSE DES BELLES FEUILLES;16ème Ardt;75116;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.280778166050534, 48.86883571984071]}";48.8688357198,2.28077816605
ELEMENTAIRES (année scolaire 2019/2020);TOUR D'AUVERGNE (45) ELEM;45 RUE DE LA TOUR D'AUVERGNE;9ème Ardt;75109;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.340911945891782, 48.87972248221053]}";48.8797224822,2.34091194589
ELEMENTAIRES (année scolaire 2017/2018);JEAN BOUTON (5) ELEM;5 rue JEAN BOUTON;12ème Ardt;75112;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.376766718093545, 48.845696959478296]}";48.8456969595,2.37676671809
ELEMENTAIRES (année scolaire 2019/2020);BELLES FEUILLES (3) POLY;3 IMPASSE DES BELLES FEUILLES;16ème Ardt;75116;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.280778166050534, 48.86883571984071]}";48.8688357198,2.28077816605
ELEMENTAIRES (année scolaire 2017/2018);RENARD (16) ELEM;16 RUE DU RENARD;4ème Ardt;75104;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.352490304797484, 48.859114938040065]}";48.859114938,2.3524903048
ELEMENTAIRES (année scolaire 2019/2020);FERNAND LABORI (19) ELEM;19 RUE FERNAND LABORI;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.342251148843169, 48.89912761828352]}";48.8991276183,2.34225114884
ELEMENTAIRES (année scolaire 2017/2018);DIDEROT (40) ELEM;40 boulevard DIDEROT;12ème Ardt;75112;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.377315062240734, 48.846112049681885]}";48.8461120497,2.37731506224
ELEMENTAIRES (année scolaire 2019/2020);BLOMET (19) ELEM;19 RUE BLOMET;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.307175521895933, 48.84315495692993]}";48.8431549569,2.3071755219
ELEMENTAIRES (année scolaire 2017/2018);JEANNE D ARC (33) ELEM A;33 place JEANNE D'ARC;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.367434603574182, 48.829783705353364]}";48.8297837054,2.36743460357
ELEMENTAIRES (année scolaire 2019/2020);HOPITAL ST LOUIS(5) ELEM;5 RUE DE L' HOPITAL SAINT-LOUIS;10ème Ardt;75110;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.365421164139581, 48.87488150807484]}";48.8748815081,2.36542116414
ELEMENTAIRES (année scolaire 2017/2018);POISSONNIERS (142) POLY;142 RUE DES POISSONNIERS;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.353021908243544, 48.89681367329203]}";48.8968136733,2.35302190824
ELEMENTAIRES (année scolaire 2019/2020);DUPLEIX (21) ELEM;21 RUE DUPLEIX;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.297193883092943, 48.85148244692171]}";48.8514824469,2.29719388309
ELEMENTAIRES (année scolaire 2017/2018);FAUBOURG ST DENIS (34) ELEM;34 RUE DU FAUBOURG SAINT-DENIS;10ème Ardt;75110;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.353506733964871, 48.87111111637672]}";48.8711111164,2.35350673396
ELEMENTAIRES (année scolaire 2019/2020);QUATRE FILS (10 B) ELEM;10 bis RUE DES QUATRE FILS;3ème Ardt;75103;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.360156188018397, 48.860411904146886]}";48.8604119041,2.36015618802
ELEMENTAIRES (année scolaire 2017/2018);BAUDRICOURT (55) ELEM B;55 rue BAUDRICOURT;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.36313520501819, 48.82577113187792]}";48.8257711319,2.36313520502
ELEMENTAIRES (année scolaire 2019/2020);MARE (42) ELEM;42 RUE DE LA MARE;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.389964695229741, 48.87110112223002]}";48.8711011222,2.38996469523
ELEMENTAIRES (année scolaire 2017/2018);EMERIAU (10) ELEM;10 rue EMERIAU;15ème Ardt;75115;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.288126201744737, 48.85159404078013]}";48.8515940408,2.28812620174
ELEMENTAIRES (année scolaire 2019/2020);TITON (14) ELEM;14 RUE TITON;11ème Ardt;75111;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.386524383374015, 48.85149661944594]}";48.8514966194,2.38652438337
ELEMENTAIRES (année scolaire 2017/2018);MANIN (34) MAT;34 rue MANIN;19ème Ardt;75119;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.389431821515378, 48.883500010128344]}";48.8835000101,2.38943182152
ELEMENTAIRES (année scolaire 2019/2020);AQUEDUC (39) ELEM;39 RUE DE L' AQUEDUC;10ème Ardt;75110;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.363923017166971, 48.88247900628544]}";48.8824790063,2.36392301717
ELEMENTAIRES (année scolaire 2017/2018);LOUISE BOURGEOIS (19) POLY;19 rue LOUISE BOURGEOIS;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.379223108080728, 48.82607471683205]}";48.8260747168,2.37922310808
ELEMENTAIRES (année scolaire 2019/2020);MARGUERITE LONG (5) POLY;5 RUE MARGUERITE LONG;17ème Ardt;75117;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.304519099860841, 48.891013094370784]}";48.8910130944,2.30451909986
ELEMENTAIRES (année scolaire 2017/2018);CHERBOURG (15) ELEM;15 RUE DE CHERBOURG;15ème Ardt;75115;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.304099545934175, 48.831062534324396]}";48.8310625343,2.30409954593
ELEMENTAIRES (année scolaire 2019/2020);RAMPAL (11) ELEM;11 RUE RAMPAL;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.379668278230279, 48.87371569043528]}";48.8737156904,2.37966827823
ELEMENTAIRES (année scolaire 2017/2018);RICHOMME (9) ELEM;9 rue RICHOMME;18ème Ardt;75118;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.352181939265432, 48.88641675082495]}";48.8864167508,2.35218193927
ELEMENTAIRES (année scolaire 2019/2020);GOUTTE D'OR (49B) ELEM;49 bis RUE DE LA GOUTTE D'OR;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.351785340689855, 48.88495633669168]}";48.8849563367,2.35178534069
ELEMENTAIRES (année scolaire 2017/2018);BARBANEGRE (7) ELEM B;7 rue BARBANEGRE;19ème Ardt;75119;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.382861773087766, 48.892138669581584]}";48.8921386696,2.38286177309
ELEMENTAIRES (année scolaire 2019/2020);PROVIDENCE (5) ELEM A;5 RUE DE LA PROVIDENCE;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.348883241828267, 48.82534794570992]}";48.8253479457,2.34888324183
